ID client,Nom,Edat,Gènere,Perfil de viatge,Preferències comercials,Interacció habitual,Historial d’usos
2820,Dafne Riba,70,F,Negocis,Premsa i llibres,Accepta ofertes de menjar,1 consulta a vehicles
2821,Jose Manuel Carro,26,M,Família,Perfumeria,Respon a ofertes de llibres,"4 consultes a botigues, 4 consultes a restaurants"
2822,Loreto Hoyos,28,F,Turisme,Premsa i llibres,Accepta ofertes de menjar,"2 consultes a cafeteries, 1 consulta a llibres"
2823,Luz Canet,25,F,Negocis,Cuina ràpida,Segueix suggeriments personalitzats,"3 consultes a restaurants, 1 consulta a botigues"
2824,Angélica Vall,50,F,Família,"Cafeteria, Moda",Accepta ofertes de menjar,1 consulta a botigues
2825,Francisco Verdú,42,M,Turisme,"Mediterrània, Cafeteria, Moda",Ignora promocions,4 consultes a restaurants
2826,Porfirio Zamorano,28,M,Família,"Premsa i llibres, Productes naturals",Accepta ofertes de menjar,"2 consultes a restaurants, 1 consulta a vehicles, 3 consultes a botigues"
2827,Claudio Quintanilla,48,M,Altres,"Cuina italiana, Cuina ràpida, Mediterrània",Respon a ofertes de llibres,"3 consultes a vehicles, 3 consultes a cafeteries"
2828,Alonso Pont,64,M,Família,"Moda, Cafeteria",Accepta ofertes de menjar,"1 consulta a llibres, 1 consulta a vehicles"
2829,Iván Larrañaga,74,M,Negocis,Moda,Segueix suggeriments personalitzats,"5 consultes a botigues, 1 consulta a llibres, 2 consultes a restaurants"
2830,Francisco Javier Garriga,39,M,Família,"Perfumeria, Premsa i llibres, Cuina ràpida",Només consulta horaris i ubicacions,"3 consultes a cafeteries, 2 consultes a vehicles"
2831,Agustín Farré,75,M,Turisme,Perfumeria,Ignora promocions,2 consultes a botigues
2832,Ambrosio Iriarte,53,M,Família,"Cuina italiana, Productes naturals",Només consulta horaris i ubicacions,"3 consultes a llibres, 3 consultes a vehicles, 4 consultes a restaurants"
2833,Adela Jaén,32,F,Altres,"Premsa i llibres, Cafeteria",Només consulta horaris i ubicacions,"3 consultes a restaurants, 2 consultes a botigues, 4 consultes a vehicles"
2834,Nazaret Cañas,71,F,Família,"Cuina italiana, Cuina ràpida, Moda",Accepta ofertes de menjar,"3 consultes a cafeteries, 1 consulta a llibres"
2835,Bernardino Solana,37,M,Negocis,"Moda, Cuina italiana",Només consulta horaris i ubicacions,"2 consultes a restaurants, 1 consulta a llibres, 3 consultes a cafeteries"
2836,Eladio Ibáñez,46,M,Negocis,Productes naturals,Només consulta horaris i ubicacions,"2 consultes a cafeteries, 3 consultes a vehicles, 5 consultes a restaurants"
2837,Angelina Bernal,48,F,Família,Mediterrània,Respon a ofertes de llibres,4 consultes a restaurants
2838,Emperatriz Mateo,21,F,Negocis,Productes naturals,Ignora promocions,"2 consultes a cafeteries, 3 consultes a restaurants"
2839,Guiomar Ibarra,75,F,Turisme,"Moda, Cafeteria, Premsa i llibres",Segueix suggeriments personalitzats,5 consultes a cafeteries
2840,Salomón Rosell,74,M,Negocis,"Moda, Cafeteria",Respon a ofertes de llibres,"1 consulta a vehicles, 2 consultes a restaurants, 4 consultes a botigues"
2841,Aroa Colomer,72,F,Negocis,Perfumeria,Accepta ofertes de menjar,"3 consultes a botigues, 4 consultes a vehicles, 1 consulta a cafeteries"
2842,Gisela Tomás,47,F,Altres,Cuina ràpida,Només consulta horaris i ubicacions,"4 consultes a cafeteries, 2 consultes a botigues, 3 consultes a llibres"
2843,Mónica Ferrán,65,F,Negocis,"Perfumeria, Moda, Cuina ràpida",Accepta ofertes de menjar,"2 consultes a botigues, 1 consulta a cafeteries, 2 consultes a restaurants"
2844,Emilio Armengol,69,M,Altres,"Moda, Premsa i llibres, Cafeteria",Ignora promocions,"2 consultes a cafeteries, 5 consultes a vehicles"
2845,Soraya Ariza,72,F,Turisme,Premsa i llibres,Accepta ofertes de menjar,5 consultes a restaurants
2846,Ceferino Ariño,51,M,Negocis,Cuina ràpida,Accepta ofertes de menjar,"4 consultes a cafeteries, 5 consultes a vehicles"
2847,Tamara Villalobos,59,F,Altres,Productes naturals,Respon a ofertes de llibres,5 consultes a cafeteries
2848,Jerónimo Guillen,53,M,Família,Cuina italiana,Respon a ofertes de llibres,"3 consultes a llibres, 1 consulta a cafeteries"
2849,Eustaquio Boada,73,M,Negocis,"Productes naturals, Cafeteria",Accepta ofertes de menjar,"4 consultes a restaurants, 2 consultes a botigues"
2850,Pancho Ariño,57,M,Altres,Mediterrània,Només consulta horaris i ubicacions,"2 consultes a llibres, 1 consulta a botigues"
2851,Cruz Olivé,33,F,Negocis,Cafeteria,Ignora promocions,"2 consultes a restaurants, 3 consultes a botigues"
2852,Martina Castells,47,F,Turisme,"Premsa i llibres, Productes naturals",Només consulta horaris i ubicacions,"2 consultes a cafeteries, 4 consultes a botigues"
2853,Liliana Amorós,24,F,Altres,"Cuina ràpida, Productes naturals",Accepta ofertes de menjar,1 consulta a vehicles
2854,Isaac Gonzalez,30,M,Negocis,"Premsa i llibres, Mediterrània, Cuina ràpida",Ignora promocions,1 consulta a botigues
2855,Casemiro Rivero,21,M,Altres,"Premsa i llibres, Cafeteria",Segueix suggeriments personalitzats,"4 consultes a llibres, 3 consultes a botigues"
2856,Cecilia Carbó,37,F,Turisme,Productes naturals,Respon a ofertes de llibres,"3 consultes a vehicles, 3 consultes a llibres, 5 consultes a cafeteries"
2857,Armida Aznar,39,F,Turisme,"Productes naturals, Cuina italiana",Respon a ofertes de llibres,3 consultes a llibres
2858,Iris Yuste,40,F,Altres,"Perfumeria, Cuina ràpida, Moda",Només consulta horaris i ubicacions,4 consultes a cafeteries
2859,Cristina Díaz,25,F,Negocis,Perfumeria,Accepta ofertes de menjar,"1 consulta a botigues, 1 consulta a cafeteries, 1 consulta a vehicles"
2860,Cecilio Ariño,60,M,Negocis,Premsa i llibres,Segueix suggeriments personalitzats,3 consultes a vehicles
2861,Teófila Bermúdez,36,F,Turisme,"Perfumeria, Cafeteria, Cuina ràpida",Ignora promocions,"1 consulta a llibres, 5 consultes a botigues, 1 consulta a vehicles"
2862,Guiomar Sastre,60,F,Família,"Mediterrània, Cuina ràpida",Accepta ofertes de menjar,"1 consulta a vehicles, 3 consultes a botigues"
2863,Joaquín Cardona,66,M,Família,Cuina italiana,Respon a ofertes de llibres,"4 consultes a llibres, 5 consultes a botigues, 3 consultes a restaurants"
2864,Palmira Catalá,49,F,Turisme,"Moda, Mediterrània, Productes naturals",Només consulta horaris i ubicacions,"3 consultes a restaurants, 4 consultes a llibres"
2865,Nereida Puig,44,F,Turisme,"Perfumeria, Cuina italiana",Segueix suggeriments personalitzats,"3 consultes a llibres, 2 consultes a vehicles, 5 consultes a botigues"
2866,Manu Pavón,60,F,Turisme,Cuina italiana,Només consulta horaris i ubicacions,2 consultes a cafeteries
2867,Salomón Segarra,44,M,Turisme,Moda,Ignora promocions,"5 consultes a llibres, 3 consultes a restaurants"
2868,Edelmiro Arenas,20,M,Família,"Perfumeria, Cuina ràpida",Ignora promocions,"2 consultes a vehicles, 4 consultes a botigues, 3 consultes a cafeteries"
2869,Gisela Reig,18,F,Família,"Moda, Productes naturals, Premsa i llibres",Ignora promocions,4 consultes a restaurants
2870,Xiomara Benavent,30,F,Família,"Cuina ràpida, Productes naturals",Només consulta horaris i ubicacions,"5 consultes a botigues, 3 consultes a restaurants"
2871,Alfonso Alberto,18,M,Negocis,"Cuina italiana, Mediterrània, Premsa i llibres",Segueix suggeriments personalitzats,1 consulta a cafeteries
2872,Paloma Castells,51,F,Família,Moda,Respon a ofertes de llibres,"4 consultes a cafeteries, 2 consultes a llibres"
2873,Moreno Palau,59,M,Turisme,Mediterrània,Ignora promocions,"3 consultes a cafeteries, 3 consultes a vehicles, 4 consultes a restaurants"
2874,Patricia Baños,26,F,Família,"Perfumeria, Productes naturals",Només consulta horaris i ubicacions,4 consultes a vehicles
2875,Tiburcio Calzada,18,M,Turisme,Premsa i llibres,Només consulta horaris i ubicacions,"5 consultes a llibres, 5 consultes a restaurants"
2876,Ángel Colomer,49,M,Turisme,Productes naturals,Accepta ofertes de menjar,2 consultes a restaurants
2877,Rico Aguirre,56,M,Turisme,"Cuina italiana, Cafeteria, Mediterrània",Respon a ofertes de llibres,"2 consultes a restaurants, 2 consultes a cafeteries, 2 consultes a botigues"
2878,Rosa María Gordillo,70,F,Família,"Perfumeria, Moda, Cuina ràpida",Només consulta horaris i ubicacions,"1 consulta a vehicles, 1 consulta a cafeteries"
2879,Reyes Villena,73,M,Altres,"Productes naturals, Cuina italiana",Accepta ofertes de menjar,4 consultes a vehicles
2880,Teresa Girona,41,F,Família,"Cuina ràpida, Productes naturals",Ignora promocions,"3 consultes a botigues, 3 consultes a restaurants, 1 consulta a cafeteries"
2881,Juan Pablo Gras,51,M,Negocis,Productes naturals,Respon a ofertes de llibres,"3 consultes a restaurants, 1 consulta a cafeteries"
2882,Febe Ocaña,18,F,Altres,"Perfumeria, Premsa i llibres, Cuina italiana",Accepta ofertes de menjar,"5 consultes a botigues, 3 consultes a llibres"
2883,Ascensión Viña,72,F,Negocis,"Cuina ràpida, Moda, Cafeteria",Ignora promocions,"1 consulta a restaurants, 5 consultes a vehicles, 5 consultes a botigues"
2884,Heliodoro Lerma,59,M,Turisme,"Productes naturals, Cuina italiana, Perfumeria",Ignora promocions,3 consultes a botigues
2885,José Mari Río,20,M,Altres,"Productes naturals, Cafeteria, Mediterrània",Segueix suggeriments personalitzats,5 consultes a restaurants
2886,Melania Llanos,37,F,Altres,"Perfumeria, Productes naturals, Premsa i llibres",Accepta ofertes de menjar,"5 consultes a vehicles, 5 consultes a restaurants"
2887,Sergio Araujo,28,M,Altres,"Premsa i llibres, Perfumeria, Mediterrània",Segueix suggeriments personalitzats,3 consultes a llibres
2888,Ema Puente,29,F,Turisme,Cafeteria,Només consulta horaris i ubicacions,"1 consulta a restaurants, 3 consultes a llibres"
2889,Faustino Alemán,38,M,Altres,"Moda, Premsa i llibres",Només consulta horaris i ubicacions,4 consultes a cafeteries
2890,Alba Echeverría,32,F,Altres,"Mediterrània, Cafeteria",Només consulta horaris i ubicacions,"2 consultes a cafeteries, 1 consulta a restaurants, 3 consultes a botigues"
2891,Laura Conesa,71,F,Família,"Cafeteria, Mediterrània, Productes naturals",Segueix suggeriments personalitzats,"3 consultes a botigues, 5 consultes a llibres, 5 consultes a restaurants"
2892,Reyes Anguita,19,M,Negocis,"Moda, Premsa i llibres, Cuina ràpida",Només consulta horaris i ubicacions,5 consultes a restaurants
2893,Román Almazán,47,M,Família,"Moda, Premsa i llibres, Perfumeria",Ignora promocions,"2 consultes a botigues, 1 consulta a restaurants"
2894,Galo Ribera,75,M,Família,"Productes naturals, Perfumeria, Cuina ràpida",Ignora promocions,"1 consulta a restaurants, 2 consultes a llibres"
2895,Ascensión Perales,51,F,Negocis,"Mediterrània, Cafeteria",Ignora promocions,"3 consultes a llibres, 3 consultes a cafeteries, 1 consulta a botigues"
2896,Soledad Iniesta,43,F,Altres,Moda,Respon a ofertes de llibres,5 consultes a llibres
2897,Bernabé Arce,47,M,Turisme,"Cuina ràpida, Cafeteria, Moda",Respon a ofertes de llibres,"1 consulta a vehicles, 2 consultes a cafeteries"
2898,Florinda Araujo,73,F,Altres,"Mediterrània, Cuina ràpida",Respon a ofertes de llibres,"1 consulta a llibres, 2 consultes a cafeteries"
2899,Clotilde Suárez,68,F,Turisme,Cafeteria,Ignora promocions,"1 consulta a vehicles, 5 consultes a botigues"
2900,Emiliano Flores,51,M,Negocis,Premsa i llibres,Respon a ofertes de llibres,"4 consultes a botigues, 2 consultes a vehicles"
2901,Isabel Gual,18,F,Família,"Perfumeria, Premsa i llibres, Mediterrània",Ignora promocions,"1 consulta a cafeteries, 2 consultes a botigues"
2902,Emilio Tomé,57,M,Família,"Cuina ràpida, Mediterrània",Accepta ofertes de menjar,"5 consultes a vehicles, 5 consultes a restaurants, 2 consultes a botigues"
2903,Matilde Lladó,23,F,Altres,"Perfumeria, Cafeteria, Premsa i llibres",Accepta ofertes de menjar,"5 consultes a llibres, 2 consultes a vehicles, 3 consultes a restaurants"
2904,Ester Jurado,42,F,Negocis,"Productes naturals, Cuina italiana, Cuina ràpida",Només consulta horaris i ubicacions,1 consulta a vehicles
2905,Reyna Valderrama,37,F,Negocis,"Mediterrània, Cuina ràpida, Perfumeria",Accepta ofertes de menjar,2 consultes a restaurants
2906,Anita Laguna,49,F,Turisme,"Cuina ràpida, Moda, Perfumeria",Només consulta horaris i ubicacions,"4 consultes a botigues, 2 consultes a vehicles"
2907,Emiliana Fuentes,73,F,Negocis,"Moda, Productes naturals",Respon a ofertes de llibres,"3 consultes a llibres, 4 consultes a cafeteries, 5 consultes a vehicles"
2908,Isaura Villar,51,F,Turisme,"Premsa i llibres, Productes naturals, Cuina italiana",Ignora promocions,"1 consulta a vehicles, 4 consultes a botigues, 5 consultes a restaurants"
2909,Débora Ramirez,69,F,Turisme,Productes naturals,Respon a ofertes de llibres,3 consultes a restaurants
2910,Dolores Robledo,53,F,Família,"Cafeteria, Premsa i llibres",Segueix suggeriments personalitzats,"4 consultes a cafeteries, 4 consultes a vehicles, 2 consultes a llibres"
2911,Edmundo Linares,64,M,Turisme,Cuina italiana,Ignora promocions,1 consulta a restaurants
2912,Adrián Silva,23,M,Negocis,Productes naturals,Només consulta horaris i ubicacions,"2 consultes a botigues, 2 consultes a cafeteries"
2913,María José Español,53,F,Família,Productes naturals,Segueix suggeriments personalitzats,"4 consultes a cafeteries, 5 consultes a restaurants, 1 consulta a botigues"
2914,Leandro Monreal,49,M,Altres,"Moda, Perfumeria",Segueix suggeriments personalitzats,"2 consultes a vehicles, 3 consultes a restaurants"
2915,Merche Zabaleta,75,F,Negocis,Cuina ràpida,Accepta ofertes de menjar,"4 consultes a cafeteries, 4 consultes a vehicles, 3 consultes a restaurants"
2916,Ambrosio Gisbert,52,M,Negocis,"Perfumeria, Moda, Cuina italiana",Ignora promocions,"3 consultes a restaurants, 5 consultes a llibres"
2917,Andrés Felipe Alcolea,59,M,Família,"Cuina italiana, Premsa i llibres",Només consulta horaris i ubicacions,"1 consulta a vehicles, 3 consultes a llibres"
2918,Nazaret Balaguer,18,M,Turisme,Cafeteria,Només consulta horaris i ubicacions,"1 consulta a vehicles, 2 consultes a llibres, 3 consultes a botigues"
2919,Remigio Alonso,21,M,Turisme,"Mediterrània, Perfumeria",Segueix suggeriments personalitzats,"5 consultes a restaurants, 4 consultes a vehicles, 3 consultes a llibres"
2920,Remedios Solís,32,F,Família,"Premsa i llibres, Mediterrània",Respon a ofertes de llibres,"4 consultes a vehicles, 3 consultes a cafeteries, 3 consultes a llibres"
2921,Candelas Alsina,28,F,Turisme,"Cafeteria, Moda",Respon a ofertes de llibres,"4 consultes a botigues, 1 consulta a cafeteries, 5 consultes a vehicles"
2922,Clarisa Águila,67,F,Altres,Moda,Segueix suggeriments personalitzats,5 consultes a llibres
2923,Trinidad Valenzuela,18,M,Família,Premsa i llibres,Segueix suggeriments personalitzats,5 consultes a restaurants
2924,Gustavo Cobos,63,M,Turisme,"Cafeteria, Productes naturals",Respon a ofertes de llibres,"2 consultes a vehicles, 5 consultes a llibres"
2925,Pancho Guitart,75,M,Negocis,"Perfumeria, Productes naturals",Accepta ofertes de menjar,4 consultes a cafeteries
2926,Jordana Guzman,37,F,Altres,"Mediterrània, Productes naturals",Accepta ofertes de menjar,"4 consultes a restaurants, 4 consultes a cafeteries, 4 consultes a botigues"
2927,Herminia Escobar,50,F,Família,Mediterrània,Ignora promocions,4 consultes a restaurants
2928,Severino Comas,21,M,Negocis,"Productes naturals, Cafeteria, Mediterrània",Respon a ofertes de llibres,"3 consultes a cafeteries, 5 consultes a restaurants"
2929,Edu Casado,18,M,Altres,"Productes naturals, Premsa i llibres, Mediterrània",Accepta ofertes de menjar,"5 consultes a llibres, 3 consultes a botigues, 1 consulta a cafeteries"
2930,Natalia Tur,19,F,Família,"Cafeteria, Productes naturals, Cuina ràpida",Segueix suggeriments personalitzats,"4 consultes a botigues, 3 consultes a vehicles"
2931,Javier Sarabia,72,M,Turisme,"Cuina italiana, Moda, Cuina ràpida",Només consulta horaris i ubicacions,"5 consultes a botigues, 3 consultes a llibres, 5 consultes a vehicles"
2932,Luciana Patiño,25,F,Negocis,"Cafeteria, Moda",Només consulta horaris i ubicacions,"4 consultes a llibres, 2 consultes a vehicles, 4 consultes a cafeteries"
2933,Germán Benítez,58,M,Turisme,"Mediterrània, Cuina ràpida, Productes naturals",Segueix suggeriments personalitzats,"3 consultes a vehicles, 3 consultes a restaurants"
2934,Juan Francisco Tur,54,M,Negocis,"Cafeteria, Cuina ràpida, Mediterrània",Segueix suggeriments personalitzats,4 consultes a cafeteries
2935,Leocadio Pozo,37,M,Negocis,"Perfumeria, Productes naturals",Respon a ofertes de llibres,"3 consultes a cafeteries, 3 consultes a botigues, 4 consultes a llibres"
2936,Tatiana Cabo,37,F,Turisme,"Premsa i llibres, Productes naturals",Respon a ofertes de llibres,"1 consulta a vehicles, 4 consultes a botigues"
2937,Carina Múgica,22,F,Negocis,"Cafeteria, Mediterrània, Premsa i llibres",Ignora promocions,"4 consultes a restaurants, 2 consultes a vehicles, 5 consultes a cafeteries"
2938,Ceferino Samper,41,M,Negocis,Premsa i llibres,Accepta ofertes de menjar,5 consultes a cafeteries
2939,Apolinar Palomino,23,M,Altres,"Perfumeria, Mediterrània, Premsa i llibres",Només consulta horaris i ubicacions,3 consultes a vehicles
2940,Remigio Trillo,41,M,Negocis,"Premsa i llibres, Cafeteria",Respon a ofertes de llibres,2 consultes a restaurants
2941,Zacarías Bonilla,22,M,Família,"Cuina italiana, Cuina ràpida",Respon a ofertes de llibres,1 consulta a vehicles
2942,Kike Simó,56,M,Família,"Cafeteria, Productes naturals, Perfumeria",Respon a ofertes de llibres,"4 consultes a botigues, 5 consultes a llibres, 3 consultes a cafeteries"
2943,Manuel Ferrero,61,M,Negocis,"Premsa i llibres, Cuina italiana",Ignora promocions,"3 consultes a llibres, 5 consultes a cafeteries, 1 consulta a restaurants"
2944,Purificación Martín,23,F,Negocis,"Moda, Cuina ràpida",Respon a ofertes de llibres,"1 consulta a vehicles, 2 consultes a botigues"
2945,Olimpia Pi,66,F,Família,"Cuina italiana, Cafeteria",Segueix suggeriments personalitzats,"4 consultes a cafeteries, 1 consulta a restaurants"
